1337.529000 1268.922000 2526.811000 569.382000 1297.612000 1193.093000 414.534000 312.866000 409.176000 1639.685000 1529.592000 132.327000 409.881000 3801.507000 2596.871000 1052.573000 1085.054000 898.081000 461.039000 5003.513000 2235.862000 111.856000 1916.227000 195.490000 422.188000 159.569000 509.925000 543.486000 250.923000 1016.407000 818.095000 853.301000 137.927000 2223.783000 314.946000 150.252000 190.145000 234.289000 26.416000 165.115000 180.884000 189.838000 222.863000 88.222000 113.688000 254.814000 161.987000 422.367000 290.542000 275.863000 121.793000 570.466000 306.738000 326.403000 98.080000  
1343.869000 1263.362000 2513.474000 568.680000 1297.410000 1192.706000 417.248000 312.168000 408.318000 1639.130000 1535.490000 134.087000 408.775000 3797.862000 2573.425000 1052.527000 1075.922000 888.724000 459.714000 5026.612000 2215.724000 111.424000 1911.169000 199.492000 424.313000 159.493000 526.134000 544.352000 254.704000 1011.553000 814.103000 828.121000 137.616000 2198.692000 312.330000 153.132000 191.229000 232.539000 26.729000 166.459000 179.502000 187.790000 221.544000 88.242000 113.466000 252.082000 163.187000 421.616000 281.149000 275.425000 121.490000 564.600000 305.847000 329.675000 96.191000  
1338.940000 1251.350000 2518.933000 557.330000 1288.084000 1180.914000 415.051000 313.855000 409.477000 1625.456000 1517.285000 133.441000 406.344000 3742.838000 2577.282000 1045.954000 1069.688000 884.028000 463.356000 4958.637000 2241.812000 113.654000 1911.692000 199.731000 416.615000 158.083000 516.210000 558.891000 254.743000 1046.503000 808.895000 836.682000 137.956000 2182.244000 312.660000 153.316000 193.268000 232.168000 26.516000 164.510000 180.180000 185.504000 222.350000 88.382000 112.418000 254.711000 163.401000 418.969000 281.847000 276.842000 121.373000 554.274000 306.602000 328.394000 97.751000  
1315.248000 1231.449000 2459.836000 543.449000 1274.175000 1151.166000 406.899000 306.927000 403.859000 1601.054000 1464.269000 129.987000 400.643000 3668.052000 2554.012000 1025.872000 1054.167000 860.840000 452.160000 4907.495000 2225.697000 110.855000 1890.995000 192.687000 410.422000 157.057000 514.229000 547.807000 258.412000 1064.772000 770.648000 831.000000 138.647000 2167.927000 307.763000 153.160000 191.160000 226.667000 25.947000 161.895000 176.417000 182.736000 220.386000 88.031000 112.361000 248.989000 162.411000 417.707000 278.978000 274.637000 120.453000 555.157000 307.230000 328.497000 98.105000  
1304.840000 1196.913000 2421.870000 530.337000 1239.467000 1114.117000 397.241000 303.086000 396.122000 1559.623000 1452.282000 126.801000 392.727000 3545.929000 2497.917000 1001.396000 1038.364000 856.123000 444.202000 4833.528000 2209.475000 108.433000 1868.968000 189.873000 404.068000 154.028000 504.119000 539.822000 252.037000 1048.473000 740.828000 831.457000 138.926000 2108.948000 309.382000 154.543000 192.413000 221.666000 25.138000 158.806000 171.453000 181.978000 221.297000 88.301000 110.745000 250.002000 161.317000 415.923000 280.356000 274.005000 119.176000 554.403000 312.027000 327.567000 96.940000  
1292.347000 1196.055000 2404.775000 525.131000 1238.160000 1111.888000 396.715000 301.630000 391.438000 1557.359000 1458.094000 126.365000 386.576000 3535.414000 2485.400000 1004.022000 1051.352000 856.939000 440.615000 4797.461000 2178.895000 108.865000 1854.571000 189.338000 404.969000 154.217000 508.317000 537.970000 251.430000 1055.792000 767.324000 813.679000 140.459000 2134.530000 316.621000 154.543000 192.981000 220.671000 25.257000 159.806000 171.235000 176.413000 222.291000 88.312000 109.332000 244.813000 157.808000 408.907000 284.578000 274.005000 119.176000 552.918000 312.299000 329.300000 96.137000  
1280.923000 1173.052000 2392.012000 515.708000 1211.685000 1085.776000 388.209000 301.196000 383.163000 1527.735000 1433.893000 125.385000 370.888000 3517.623000 2464.436000 993.448000 1036.281000 842.534000 443.404000 4783.755000 2218.286000 107.649000 1860.718000 188.956000 406.082000 155.249000 500.708000 541.727000 254.353000 1031.300000 750.644000 797.015000 142.982000 2125.888000 315.437000 151.833000 193.653000 220.972000 25.386000 155.912000 167.067000 177.342000 223.461000 88.619000 108.939000 239.165000 154.101000 409.440000 286.354000 272.231000 115.840000 543.499000 315.463000 326.398000 95.488000  
1301.234000 1186.036000 2436.497000 521.616000 1228.379000 1099.071000 394.879000 304.190000 387.859000 1545.566000 1467.349000 127.428000 380.261000 3557.999000 2492.150000 1009.463000 1042.197000 855.694000 450.939000 4806.044000 2242.569000 109.000000 1857.419000 189.351000 403.406000 155.172000 507.661000 546.940000 250.877000 1033.998000 757.352000 806.234000 142.659000 2131.843000 315.796000 152.228000 194.103000 221.453000 25.333000 155.039000 165.688000 177.684000 222.107000 88.248000 109.346000 238.533000 152.430000 418.284000 284.031000 273.284000 116.042000 527.426000 314.834000 324.787000 96.374000  
1300.964000 1191.154000 2415.176000 524.768000 1236.213000 1106.663000 393.927000 304.762000 386.123000 1554.938000 1462.220000 128.215000 382.867000 3573.432000 2484.336000 1011.853000 1054.217000 855.720000 450.694000 4835.564000 2295.798000 108.483000 1867.356000 189.549000 407.117000 156.347000 508.661000 562.471000 249.382000 1050.615000 771.908000 803.242000 141.248000 2153.557000 311.214000 150.533000 189.683000 220.083000 25.696000 155.106000 171.091000 183.493000 222.836000 88.160000 110.227000 239.179000 154.220000 415.389000 276.664000 271.792000 117.264000 526.489000 314.635000 319.097000 96.547000  
1313.457000 1190.684000 2441.562000 515.641000 1233.397000 1104.018000 400.005000 311.074000 386.968000 1537.959000 1479.467000 128.419000 382.087000 3544.780000 2498.184000 1010.768000 1052.712000 857.175000 457.169000 4809.891000 2344.438000 110.368000 1878.725000 194.755000 415.466000 156.531000 503.880000 568.909000 253.967000 1057.129000 784.083000 803.660000 140.730000 2142.151000 323.781000 149.791000 192.924000 225.959000 25.042000 152.418000 171.858000 184.454000 225.914000 88.034000 111.699000 247.704000 158.096000 418.205000 281.761000 271.702000 116.947000 526.578000 321.339000 313.797000 96.100000  
